# Pe    mu
6.616541e+00 2.078979e+02
6.616541e+00 2.081081e+02
6.616541e+00 2.083183e+02
6.641604e+00 2.085285e+02
6.641604e+00 2.087387e+02
6.641604e+00 2.089489e+02
6.666667e+00 2.091592e+02
6.666667e+00 2.093694e+02
6.666667e+00 2.095796e+02
6.666667e+00 2.097898e+02
6.691729e+00 2.100000e+02
6.691729e+00 2.102102e+02
6.691729e+00 2.104204e+02
6.691729e+00 2.106306e+02
6.716792e+00 2.108408e+02
6.716792e+00 2.110511e+02
6.716792e+00 2.112613e+02
6.741855e+00 2.114715e+02
6.741855e+00 2.116817e+02
6.741855e+00 2.118919e+02
6.741855e+00 2.121021e+02
6.766917e+00 2.123123e+02
6.766917e+00 2.125225e+02
6.766917e+00 2.127327e+02
6.766917e+00 2.129429e+02
6.791980e+00 2.131532e+02
6.791980e+00 2.133634e+02
6.791980e+00 2.135736e+02
6.791980e+00 2.137838e+02
6.817043e+00 2.139940e+02
6.817043e+00 2.142042e+02
6.817043e+00 2.144144e+02
6.842105e+00 2.146246e+02
6.842105e+00 2.148348e+02
6.842105e+00 2.150450e+02
6.842105e+00 2.152553e+02
6.867168e+00 2.154655e+02
6.867168e+00 2.156757e+02
6.867168e+00 2.158859e+02
6.867168e+00 2.160961e+02
6.892231e+00 2.163063e+02
6.892231e+00 2.165165e+02
2.005013e-01 1.082583e+02
3.508772e-01 1.084685e+02
4.761905e-01 1.086787e+02
5.513784e-01 1.088889e+02
6.265664e-01 1.090991e+02
7.017544e-01 1.093093e+02
7.518797e-01 1.095195e+02
8.270677e-01 1.097297e+02
8.771930e-01 1.099399e+02
9.273183e-01 1.101502e+02
9.774436e-01 1.103604e+02
1.002506e+00 1.105706e+02
1.052632e+00 1.107808e+02
1.102757e+00 1.109910e+02
1.127820e+00 1.112012e+02
1.177945e+00 1.114114e+02
1.203008e+00 1.116216e+02
1.253133e+00 1.118318e+02
1.278195e+00 1.120420e+02
1.328321e+00 1.122523e+02
1.353383e+00 1.124625e+02
1.378446e+00 1.126727e+02
1.428571e+00 1.128829e+02
1.453634e+00 1.130931e+02
1.478697e+00 1.133033e+02
1.503759e+00 1.135135e+02
1.528822e+00 1.137237e+02
1.578947e+00 1.139339e+02
1.604010e+00 1.141441e+02
1.629073e+00 1.143544e+02
1.654135e+00 1.145646e+02
1.679198e+00 1.147748e+02
1.704261e+00 1.149850e+02
1.729323e+00 1.151952e+02
1.754386e+00 1.154054e+02
1.779449e+00 1.156156e+02
1.804511e+00 1.158258e+02
1.829574e+00 1.160360e+02
1.854637e+00 1.162462e+02
1.879699e+00 1.164565e+02
1.904762e+00 1.166667e+02
1.929825e+00 1.168769e+02
1.954887e+00 1.170871e+02
1.979950e+00 1.172973e+02
2.005013e+00 1.175075e+02
2.030075e+00 1.177177e+02
2.055138e+00 1.179279e+02
2.055138e+00 1.181381e+02
2.080201e+00 1.183483e+02
2.105263e+00 1.185586e+02
2.130326e+00 1.187688e+02
2.155388e+00 1.189790e+02
2.180451e+00 1.191892e+02
2.180451e+00 1.193994e+02
2.205514e+00 1.196096e+02
2.230576e+00 1.198198e+02
2.255639e+00 1.200300e+02
2.280702e+00 1.202402e+02
2.280702e+00 1.204505e+02
2.305764e+00 1.206607e+02
2.330827e+00 1.208709e+02
2.355890e+00 1.210811e+02
2.380952e+00 1.212913e+02
2.380952e+00 1.215015e+02
2.406015e+00 1.217117e+02
2.431078e+00 1.219219e+02
2.456140e+00 1.221321e+02
2.456140e+00 1.223423e+02
2.481203e+00 1.225526e+02
2.506266e+00 1.227628e+02
2.506266e+00 1.229730e+02
2.531328e+00 1.231832e+02
2.556391e+00 1.233934e+02
2.581454e+00 1.236036e+02
2.581454e+00 1.238138e+02
2.606516e+00 1.240240e+02
2.631579e+00 1.242342e+02
2.631579e+00 1.244444e+02
2.656642e+00 1.246547e+02
2.681704e+00 1.248649e+02
2.681704e+00 1.250751e+02
2.706767e+00 1.252853e+02
2.731830e+00 1.254955e+02
2.731830e+00 1.257057e+02
2.756892e+00 1.259159e+02
2.781955e+00 1.261261e+02
2.781955e+00 1.263363e+02
2.807018e+00 1.265465e+02
2.832080e+00 1.267568e+02
2.832080e+00 1.269670e+02
2.857143e+00 1.271772e+02
2.882206e+00 1.273874e+02
2.882206e+00 1.275976e+02
2.907268e+00 1.278078e+02
2.907268e+00 1.280180e+02
2.932331e+00 1.282282e+02
2.957393e+00 1.284384e+02
2.957393e+00 1.286486e+02
2.982456e+00 1.288589e+02
2.982456e+00 1.290691e+02
3.007519e+00 1.292793e+02
3.032581e+00 1.294895e+02
3.032581e+00 1.296997e+02
3.057644e+00 1.299099e+02
3.057644e+00 1.301201e+02
3.082707e+00 1.303303e+02
3.107769e+00 1.305405e+02
3.107769e+00 1.307508e+02
3.132832e+00 1.309610e+02
3.132832e+00 1.311712e+02
3.157895e+00 1.313814e+02
3.157895e+00 1.315916e+02
3.182957e+00 1.318018e+02
3.208020e+00 1.320120e+02
3.208020e+00 1.322222e+02
3.233083e+00 1.324324e+02
3.233083e+00 1.326426e+02
3.258145e+00 1.328529e+02
3.258145e+00 1.330631e+02
3.283208e+00 1.332733e+02
3.283208e+00 1.334835e+02
3.308271e+00 1.336937e+02
3.333333e+00 1.339039e+02
3.333333e+00 1.341141e+02
3.358396e+00 1.343243e+02
3.358396e+00 1.345345e+02
3.383459e+00 1.347447e+02
3.383459e+00 1.349550e+02
3.408521e+00 1.351652e+02
3.408521e+00 1.353754e+02
3.433584e+00 1.355856e+02
3.433584e+00 1.357958e+02
3.458647e+00 1.360060e+02
3.458647e+00 1.362162e+02
3.483709e+00 1.364264e+02
3.483709e+00 1.366366e+02
3.508772e+00 1.368468e+02
3.508772e+00 1.370571e+02
3.533835e+00 1.372673e+02
3.533835e+00 1.374775e+02
3.558897e+00 1.376877e+02
3.583960e+00 1.378979e+02
3.583960e+00 1.381081e+02
3.609023e+00 1.383183e+02
3.609023e+00 1.385285e+02
3.634085e+00 1.387387e+02
3.634085e+00 1.389489e+02
3.659148e+00 1.391592e+02
3.659148e+00 1.393694e+02
3.659148e+00 1.395796e+02
3.684211e+00 1.397898e+02
3.684211e+00 1.400000e+02
3.709273e+00 1.402102e+02
3.709273e+00 1.404204e+02
3.734336e+00 1.406306e+02
3.734336e+00 1.408408e+02
3.759398e+00 1.410511e+02
3.759398e+00 1.412613e+02
3.784461e+00 1.414715e+02
3.784461e+00 1.416817e+02
3.809524e+00 1.418919e+02
3.809524e+00 1.421021e+02
3.834586e+00 1.423123e+02
3.834586e+00 1.425225e+02
3.859649e+00 1.427327e+02
3.859649e+00 1.429429e+02
3.884712e+00 1.431532e+02
3.884712e+00 1.433634e+02
3.909774e+00 1.435736e+02
3.909774e+00 1.437838e+02
3.909774e+00 1.439940e+02
3.934837e+00 1.442042e+02
3.934837e+00 1.444144e+02
3.959900e+00 1.446246e+02
3.959900e+00 1.448348e+02
3.984962e+00 1.450450e+02
3.984962e+00 1.452553e+02
4.010025e+00 1.454655e+02
4.010025e+00 1.456757e+02
4.035088e+00 1.458859e+02
4.035088e+00 1.460961e+02
4.035088e+00 1.463063e+02
4.060150e+00 1.465165e+02
4.060150e+00 1.467267e+02
4.085213e+00 1.469369e+02
4.085213e+00 1.471471e+02
4.110276e+00 1.473574e+02
4.110276e+00 1.475676e+02
4.135338e+00 1.477778e+02
4.135338e+00 1.479880e+02
4.135338e+00 1.481982e+02
4.160401e+00 1.484084e+02
4.160401e+00 1.486186e+02
4.185464e+00 1.488288e+02
4.185464e+00 1.490390e+02
4.210526e+00 1.492492e+02
4.210526e+00 1.494595e+02
4.210526e+00 1.496697e+02
4.235589e+00 1.498799e+02
4.235589e+00 1.500901e+02
4.260652e+00 1.503003e+02
4.260652e+00 1.505105e+02
4.285714e+00 1.507207e+02
4.285714e+00 1.509309e+02
4.285714e+00 1.511411e+02
4.310777e+00 1.513514e+02
4.310777e+00 1.515616e+02
4.335840e+00 1.517718e+02
4.335840e+00 1.519820e+02
4.360902e+00 1.521922e+02
4.360902e+00 1.524024e+02
4.360902e+00 1.526126e+02
4.385965e+00 1.528228e+02
4.385965e+00 1.530330e+02
4.411028e+00 1.532432e+02
4.411028e+00 1.534535e+02
4.411028e+00 1.536637e+02
4.436090e+00 1.538739e+02
4.436090e+00 1.540841e+02
4.461153e+00 1.542943e+02
4.461153e+00 1.545045e+02
4.461153e+00 1.547147e+02
4.486216e+00 1.549249e+02
4.486216e+00 1.551351e+02
4.511278e+00 1.553453e+02
4.511278e+00 1.555556e+02
4.511278e+00 1.557658e+02
4.536341e+00 1.559760e+02
4.536341e+00 1.561862e+02
4.561404e+00 1.563964e+02
4.561404e+00 1.566066e+02
4.561404e+00 1.568168e+02
4.586466e+00 1.570270e+02
4.586466e+00 1.572372e+02
4.611529e+00 1.574474e+02
4.611529e+00 1.576577e+02
4.611529e+00 1.578679e+02
4.636591e+00 1.580781e+02
4.636591e+00 1.582883e+02
4.661654e+00 1.584985e+02
4.661654e+00 1.587087e+02
4.661654e+00 1.589189e+02
4.686717e+00 1.591291e+02
4.686717e+00 1.593393e+02
4.686717e+00 1.595495e+02
4.711779e+00 1.597598e+02
4.711779e+00 1.599700e+02
4.736842e+00 1.601802e+02
4.736842e+00 1.603904e+02
4.736842e+00 1.606006e+02
4.761905e+00 1.608108e+02
4.761905e+00 1.610210e+02
4.786967e+00 1.612312e+02
4.786967e+00 1.614414e+02
4.786967e+00 1.616517e+02
4.812030e+00 1.618619e+02
4.812030e+00 1.620721e+02
4.812030e+00 1.622823e+02
4.837093e+00 1.624925e+02
4.837093e+00 1.627027e+02
4.862155e+00 1.629129e+02
4.862155e+00 1.631231e+02
4.862155e+00 1.633333e+02
4.887218e+00 1.635435e+02
4.887218e+00 1.637538e+02
4.887218e+00 1.639640e+02
4.912281e+00 1.641742e+02
4.912281e+00 1.643844e+02
4.912281e+00 1.645946e+02
4.937343e+00 1.648048e+02
4.937343e+00 1.650150e+02
4.962406e+00 1.652252e+02
4.962406e+00 1.654354e+02
4.962406e+00 1.656456e+02
4.987469e+00 1.658559e+02
4.987469e+00 1.660661e+02
4.987469e+00 1.662763e+02
5.012531e+00 1.664865e+02
5.012531e+00 1.666967e+02
5.012531e+00 1.669069e+02
5.037594e+00 1.671171e+02
5.037594e+00 1.673273e+02
5.062657e+00 1.675375e+02
5.062657e+00 1.677477e+02
5.062657e+00 1.679580e+02
5.087719e+00 1.681682e+02
5.087719e+00 1.683784e+02
5.087719e+00 1.685886e+02
5.112782e+00 1.687988e+02
5.112782e+00 1.690090e+02
5.112782e+00 1.692192e+02
5.137845e+00 1.694294e+02
5.137845e+00 1.696396e+02
5.137845e+00 1.698498e+02
5.162907e+00 1.700601e+02
5.162907e+00 1.702703e+02
5.187970e+00 1.704805e+02
5.187970e+00 1.706907e+02
5.187970e+00 1.709009e+02
5.213033e+00 1.711111e+02
5.213033e+00 1.713213e+02
5.213033e+00 1.715315e+02
5.238095e+00 1.717417e+02
5.238095e+00 1.719520e+02
5.238095e+00 1.721622e+02
5.263158e+00 1.723724e+02
5.263158e+00 1.725826e+02
5.263158e+00 1.727928e+02
5.288221e+00 1.730030e+02
5.288221e+00 1.732132e+02
5.288221e+00 1.734234e+02
5.313283e+00 1.736336e+02
5.313283e+00 1.738438e+02
5.313283e+00 1.740541e+02
5.338346e+00 1.742643e+02
5.338346e+00 1.744745e+02
5.338346e+00 1.746847e+02
5.363409e+00 1.748949e+02
5.363409e+00 1.751051e+02
5.363409e+00 1.753153e+02
5.388471e+00 1.755255e+02
5.388471e+00 1.757357e+02
5.388471e+00 1.759459e+02
5.413534e+00 1.761562e+02
5.413534e+00 1.763664e+02
5.413534e+00 1.765766e+02
5.438596e+00 1.767868e+02
5.438596e+00 1.769970e+02
5.438596e+00 1.772072e+02
5.463659e+00 1.774174e+02
5.463659e+00 1.776276e+02
5.463659e+00 1.778378e+02
5.488722e+00 1.780480e+02
5.488722e+00 1.782583e+02
5.488722e+00 1.784685e+02
5.513784e+00 1.786787e+02
5.513784e+00 1.788889e+02
5.513784e+00 1.790991e+02
5.538847e+00 1.793093e+02
5.538847e+00 1.795195e+02
5.538847e+00 1.797297e+02
5.563910e+00 1.799399e+02
5.563910e+00 1.801502e+02
5.563910e+00 1.803604e+02
5.588972e+00 1.805706e+02
5.588972e+00 1.807808e+02
5.588972e+00 1.809910e+02
5.614035e+00 1.812012e+02
5.614035e+00 1.814114e+02
5.614035e+00 1.816216e+02
5.639098e+00 1.818318e+02
5.639098e+00 1.820420e+02
5.639098e+00 1.822523e+02
5.664160e+00 1.824625e+02
5.664160e+00 1.826727e+02
5.664160e+00 1.828829e+02
5.664160e+00 1.830931e+02
5.689223e+00 1.833033e+02
5.689223e+00 1.835135e+02
5.689223e+00 1.837237e+02
5.714286e+00 1.839339e+02
5.714286e+00 1.841441e+02
5.714286e+00 1.843544e+02
5.739348e+00 1.845646e+02
5.739348e+00 1.847748e+02
5.739348e+00 1.849850e+02
5.764411e+00 1.851952e+02
5.764411e+00 1.854054e+02
5.764411e+00 1.856156e+02
5.789474e+00 1.858258e+02
5.789474e+00 1.860360e+02
5.789474e+00 1.862462e+02
5.814536e+00 1.864565e+02
5.814536e+00 1.866667e+02
5.814536e+00 1.868769e+02
5.814536e+00 1.870871e+02
5.839599e+00 1.872973e+02
5.839599e+00 1.875075e+02
5.839599e+00 1.877177e+02
5.864662e+00 1.879279e+02
5.864662e+00 1.881381e+02
5.864662e+00 1.883483e+02
5.889724e+00 1.885586e+02
5.889724e+00 1.887688e+02
5.889724e+00 1.889790e+02
5.914787e+00 1.891892e+02
5.914787e+00 1.893994e+02
5.914787e+00 1.896096e+02
5.914787e+00 1.898198e+02
5.939850e+00 1.900300e+02
5.939850e+00 1.902402e+02
5.939850e+00 1.904505e+02
5.964912e+00 1.906607e+02
5.964912e+00 1.908709e+02
5.964912e+00 1.910811e+02
5.989975e+00 1.912913e+02
5.989975e+00 1.915015e+02
5.989975e+00 1.917117e+02
5.989975e+00 1.919219e+02
6.015038e+00 1.921321e+02
6.015038e+00 1.923423e+02
6.015038e+00 1.925526e+02
6.040100e+00 1.927628e+02
6.040100e+00 1.929730e+02
6.040100e+00 1.931832e+02
6.065163e+00 1.933934e+02
6.065163e+00 1.936036e+02
6.065163e+00 1.938138e+02
6.065163e+00 1.940240e+02
6.090226e+00 1.942342e+02
6.090226e+00 1.944444e+02
6.090226e+00 1.946547e+02
6.115288e+00 1.948649e+02
6.115288e+00 1.950751e+02
6.115288e+00 1.952853e+02
6.140351e+00 1.954955e+02
6.140351e+00 1.957057e+02
6.140351e+00 1.959159e+02
6.140351e+00 1.961261e+02
6.165414e+00 1.963363e+02
6.165414e+00 1.965465e+02
6.165414e+00 1.967568e+02
6.190476e+00 1.969670e+02
6.190476e+00 1.971772e+02
6.190476e+00 1.973874e+02
6.190476e+00 1.975976e+02
6.215539e+00 1.978078e+02
6.215539e+00 1.980180e+02
6.215539e+00 1.982282e+02
6.240602e+00 1.984384e+02
6.240602e+00 1.986486e+02
6.240602e+00 1.988589e+02
6.265664e+00 1.990691e+02
6.265664e+00 1.992793e+02
6.265664e+00 1.994895e+02
6.265664e+00 1.996997e+02
6.290727e+00 1.999099e+02
6.290727e+00 2.001201e+02
6.290727e+00 2.003303e+02
6.315789e+00 2.005405e+02
6.315789e+00 2.007508e+02
6.315789e+00 2.009610e+02
6.315789e+00 2.011712e+02
6.340852e+00 2.013814e+02
6.340852e+00 2.015916e+02
6.340852e+00 2.018018e+02
6.365915e+00 2.020120e+02
6.365915e+00 2.022222e+02
6.365915e+00 2.024324e+02
6.365915e+00 2.026426e+02
6.390977e+00 2.028529e+02
6.390977e+00 2.030631e+02
6.390977e+00 2.032733e+02
6.390977e+00 2.034835e+02
6.416040e+00 2.036937e+02
6.416040e+00 2.039039e+02
6.416040e+00 2.041141e+02
6.441103e+00 2.043243e+02
6.441103e+00 2.045345e+02
6.441103e+00 2.047447e+02
6.441103e+00 2.049550e+02
6.466165e+00 2.051652e+02
6.466165e+00 2.053754e+02
6.466165e+00 2.055856e+02
6.491228e+00 2.057958e+02
6.491228e+00 2.060060e+02
6.491228e+00 2.062162e+02
6.491228e+00 2.064264e+02
6.516291e+00 2.066366e+02
6.516291e+00 2.068468e+02
6.516291e+00 2.070571e+02
6.541353e+00 2.072673e+02
6.541353e+00 2.074775e+02
6.541353e+00 2.076877e+02
6.541353e+00 2.078979e+02
6.566416e+00 2.081081e+02
6.566416e+00 2.083183e+02
6.566416e+00 2.085285e+02
6.566416e+00 2.087387e+02
6.591479e+00 2.089489e+02
6.591479e+00 2.091592e+02
6.591479e+00 2.093694e+02
6.616541e+00 2.095796e+02
6.616541e+00 2.097898e+02
6.616541e+00 2.100000e+02
6.616541e+00 2.102102e+02
6.641604e+00 2.104204e+02
6.641604e+00 2.106306e+02
6.641604e+00 2.108408e+02
6.641604e+00 2.110511e+02
6.666667e+00 2.112613e+02
6.666667e+00 2.114715e+02
6.666667e+00 2.116817e+02
6.691729e+00 2.118919e+02
6.691729e+00 2.121021e+02
6.691729e+00 2.123123e+02
6.691729e+00 2.125225e+02
6.716792e+00 2.127327e+02
6.716792e+00 2.129429e+02
6.716792e+00 2.131532e+02
6.716792e+00 2.133634e+02
6.741855e+00 2.135736e+02
6.741855e+00 2.137838e+02
6.741855e+00 2.139940e+02
6.766917e+00 2.142042e+02
6.766917e+00 2.144144e+02
6.766917e+00 2.146246e+02
6.766917e+00 2.148348e+02
6.791980e+00 2.150450e+02
6.791980e+00 2.152553e+02
6.791980e+00 2.154655e+02
6.791980e+00 2.156757e+02
6.817043e+00 2.158859e+02
6.817043e+00 2.160961e+02
6.817043e+00 2.163063e+02
6.817043e+00 2.165165e+02
6.842105e+00 2.167267e+02
6.842105e+00 2.169369e+02
6.842105e+00 2.171471e+02
6.842105e+00 2.173574e+02
6.867168e+00 2.175676e+02
6.867168e+00 2.177778e+02
6.867168e+00 2.179880e+02
6.892231e+00 2.181982e+02
6.892231e+00 2.184084e+02
6.892231e+00 2.186186e+02
6.892231e+00 2.188288e+02
6.917293e+00 2.190390e+02
6.917293e+00 2.192492e+02
6.917293e+00 2.194595e+02
2.005013e-01 1.097297e+02
3.508772e-01 1.099399e+02
4.511278e-01 1.101502e+02
5.513784e-01 1.103604e+02
6.265664e-01 1.105706e+02
7.017544e-01 1.107808e+02
7.518797e-01 1.109910e+02
8.020050e-01 1.112012e+02
8.521303e-01 1.114114e+02
9.022556e-01 1.116216e+02
9.523810e-01 1.118318e+02
1.002506e+00 1.120420e+02
1.052632e+00 1.122523e+02
1.077694e+00 1.124625e+02
1.127820e+00 1.126727e+02
1.177945e+00 1.128829e+02
1.203008e+00 1.130931e+02
1.253133e+00 1.133033e+02
1.278195e+00 1.135135e+02
1.303258e+00 1.137237e+02
1.353383e+00 1.139339e+02
1.378446e+00 1.141441e+02
1.403509e+00 1.143544e+02
1.453634e+00 1.145646e+02
1.478697e+00 1.147748e+02
1.503759e+00 1.149850e+02
1.528822e+00 1.151952e+02
1.553885e+00 1.154054e+02
1.578947e+00 1.156156e+02
1.629073e+00 1.158258e+02
1.654135e+00 1.160360e+02
1.679198e+00 1.162462e+02
1.704261e+00 1.164565e+02
1.729323e+00 1.166667e+02
1.754386e+00 1.168769e+02
1.779449e+00 1.170871e+02
1.804511e+00 1.172973e+02
1.829574e+00 1.175075e+02
1.854637e+00 1.177177e+02
1.879699e+00 1.179279e+02
1.904762e+00 1.181381e+02
1.929825e+00 1.183483e+02
1.954887e+00 1.185586e+02
1.979950e+00 1.187688e+02
1.979950e+00 1.189790e+02
2.005013e+00 1.191892e+02
2.030075e+00 1.193994e+02
2.055138e+00 1.196096e+02
2.080201e+00 1.198198e+02
2.105263e+00 1.200300e+02
2.130326e+00 1.202402e+02
2.130326e+00 1.204505e+02
2.155388e+00 1.206607e+02
2.180451e+00 1.208709e+02
2.205514e+00 1.210811e+02
2.230576e+00 1.212913e+02
2.255639e+00 1.215015e+02
2.255639e+00 1.217117e+02
2.280702e+00 1.219219e+02
2.305764e+00 1.221321e+02
2.330827e+00 1.223423e+02
2.330827e+00 1.225526e+02
2.355890e+00 1.227628e+02
2.380952e+00 1.229730e+02
2.406015e+00 1.231832e+02
2.406015e+00 1.233934e+02
2.431078e+00 1.236036e+02
2.456140e+00 1.238138e+02
2.481203e+00 1.240240e+02
2.481203e+00 1.242342e+02
2.506266e+00 1.244444e+02
2.531328e+00 1.246547e+02
2.556391e+00 1.248649e+02
2.556391e+00 1.250751e+02
2.581454e+00 1.252853e+02
2.606516e+00 1.254955e+02
2.606516e+00 1.257057e+02
2.631579e+00 1.259159e+02
2.656642e+00 1.261261e+02
2.656642e+00 1.263363e+02
2.681704e+00 1.265465e+02
2.706767e+00 1.267568e+02
2.706767e+00 1.269670e+02
2.731830e+00 1.271772e+02
2.756892e+00 1.273874e+02
2.756892e+00 1.275976e+02
2.781955e+00 1.278078e+02
2.807018e+00 1.280180e+02
2.807018e+00 1.282282e+02
2.832080e+00 1.284384e+02
2.857143e+00 1.286486e+02
2.857143e+00 1.288589e+02
2.882206e+00 1.290691e+02
2.882206e+00 1.292793e+02
2.907268e+00 1.294895e+02
2.932331e+00 1.296997e+02
2.932331e+00 1.299099e+02
2.957393e+00 1.301201e+02
2.957393e+00 1.303303e+02
2.982456e+00 1.305405e+02
3.007519e+00 1.307508e+02
3.007519e+00 1.309610e+02
3.032581e+00 1.311712e+02
3.032581e+00 1.313814e+02
3.057644e+00 1.315916e+02
3.082707e+00 1.318018e+02
3.082707e+00 1.320120e+02
3.107769e+00 1.322222e+02
3.107769e+00 1.324324e+02
3.132832e+00 1.326426e+02
3.132832e+00 1.328529e+02
3.157895e+00 1.330631e+02
3.182957e+00 1.332733e+02
3.182957e+00 1.334835e+02
3.208020e+00 1.336937e+02
3.208020e+00 1.339039e+02
3.233083e+00 1.341141e+02
3.233083e+00 1.343243e+02
3.258145e+00 1.345345e+02
3.283208e+00 1.347447e+02
3.283208e+00 1.349550e+02
3.308271e+00 1.351652e+02
3.308271e+00 1.353754e+02
3.333333e+00 1.355856e+02
3.333333e+00 1.357958e+02
3.358396e+00 1.360060e+02
3.358396e+00 1.362162e+02
3.383459e+00 1.364264e+02
3.383459e+00 1.366366e+02
3.408521e+00 1.368468e+02
3.408521e+00 1.370571e+02
3.433584e+00 1.372673e+02
3.433584e+00 1.374775e+02
3.458647e+00 1.376877e+02
3.483709e+00 1.378979e+02
3.483709e+00 1.381081e+02
3.508772e+00 1.383183e+02
3.508772e+00 1.385285e+02
3.533835e+00 1.387387e+02
3.533835e+00 1.389489e+02
3.558897e+00 1.391592e+02
3.558897e+00 1.393694e+02
3.583960e+00 1.395796e+02
3.583960e+00 1.397898e+02
3.609023e+00 1.400000e+02
3.609023e+00 1.402102e+02
3.634085e+00 1.404204e+02
3.634085e+00 1.406306e+02
3.659148e+00 1.408408e+02
3.659148e+00 1.410511e+02
3.684211e+00 1.412613e+02
3.684211e+00 1.414715e+02
3.709273e+00 1.416817e+02
3.709273e+00 1.418919e+02
3.709273e+00 1.421021e+02
3.734336e+00 1.423123e+02
3.734336e+00 1.425225e+02
3.759398e+00 1.427327e+02
3.759398e+00 1.429429e+02
3.784461e+00 1.431532e+02
3.784461e+00 1.433634e+02
3.809524e+00 1.435736e+02
3.809524e+00 1.437838e+02
3.834586e+00 1.439940e+02
3.834586e+00 1.442042e+02
3.859649e+00 1.444144e+02
3.859649e+00 1.446246e+02
3.884712e+00 1.448348e+02
3.884712e+00 1.450450e+02
3.909774e+00 1.452553e+02
3.909774e+00 1.454655e+02
3.909774e+00 1.456757e+02
3.934837e+00 1.458859e+02
3.934837e+00 1.460961e+02
3.959900e+00 1.463063e+02
3.959900e+00 1.465165e+02
3.984962e+00 1.467267e+02
3.984962e+00 1.469369e+02
4.010025e+00 1.471471e+02
4.010025e+00 1.473574e+02
4.035088e+00 1.475676e+02
4.035088e+00 1.477778e+02
4.035088e+00 1.479880e+02
4.060150e+00 1.481982e+02
4.060150e+00 1.484084e+02
4.085213e+00 1.486186e+02
4.085213e+00 1.488288e+02
4.110276e+00 1.490390e+02
4.110276e+00 1.492492e+02
4.135338e+00 1.494595e+02
4.135338e+00 1.496697e+02
4.135338e+00 1.498799e+02
4.160401e+00 1.500901e+02
4.160401e+00 1.503003e+02
4.185464e+00 1.505105e+02
4.185464e+00 1.507207e+02
4.210526e+00 1.509309e+02
4.210526e+00 1.511411e+02
4.210526e+00 1.513514e+02
4.235589e+00 1.515616e+02
4.235589e+00 1.517718e+02
4.260652e+00 1.519820e+02
4.260652e+00 1.521922e+02
4.260652e+00 1.524024e+02
4.285714e+00 1.526126e+02
4.285714e+00 1.528228e+02
4.310777e+00 1.530330e+02
4.310777e+00 1.532432e+02
4.335840e+00 1.534535e+02
4.335840e+00 1.536637e+02
4.335840e+00 1.538739e+02
4.360902e+00 1.540841e+02
4.360902e+00 1.542943e+02
4.385965e+00 1.545045e+02
4.385965e+00 1.547147e+02
4.385965e+00 1.549249e+02
4.411028e+00 1.551351e+02
4.411028e+00 1.553453e+02
4.436090e+00 1.555556e+02
4.436090e+00 1.557658e+02
4.436090e+00 1.559760e+02
4.461153e+00 1.561862e+02
4.461153e+00 1.563964e+02
4.486216e+00 1.566066e+02
4.486216e+00 1.568168e+02
4.486216e+00 1.570270e+02
4.511278e+00 1.572372e+02
4.511278e+00 1.574474e+02
4.536341e+00 1.576577e+02
4.536341e+00 1.578679e+02
4.536341e+00 1.580781e+02
4.561404e+00 1.582883e+02
4.561404e+00 1.584985e+02
4.586466e+00 1.587087e+02
4.586466e+00 1.589189e+02
4.586466e+00 1.591291e+02
4.611529e+00 1.593393e+02
4.611529e+00 1.595495e+02
4.636591e+00 1.597598e+02
4.636591e+00 1.599700e+02
4.636591e+00 1.601802e+02
4.661654e+00 1.603904e+02
4.661654e+00 1.606006e+02
4.686717e+00 1.608108e+02
4.686717e+00 1.610210e+02
4.686717e+00 1.612312e+02
4.711779e+00 1.614414e+02
4.711779e+00 1.616517e+02
4.711779e+00 1.618619e+02
4.736842e+00 1.620721e+02
4.736842e+00 1.622823e+02
4.761905e+00 1.624925e+02
4.761905e+00 1.627027e+02
4.761905e+00 1.629129e+02
4.786967e+00 1.631231e+02
4.786967e+00 1.633333e+02
4.786967e+00 1.635435e+02
4.812030e+00 1.637538e+02
4.812030e+00 1.639640e+02
4.837093e+00 1.641742e+02
4.837093e+00 1.643844e+02
4.837093e+00 1.645946e+02
4.862155e+00 1.648048e+02
4.862155e+00 1.650150e+02
4.862155e+00 1.652252e+02
4.887218e+00 1.654354e+02
4.887218e+00 1.656456e+02
4.912281e+00 1.658559e+02
4.912281e+00 1.660661e+02
4.912281e+00 1.662763e+02
4.937343e+00 1.664865e+02
4.937343e+00 1.666967e+02
4.937343e+00 1.669069e+02
4.962406e+00 1.671171e+02
4.962406e+00 1.673273e+02
4.962406e+00 1.675375e+02
4.987469e+00 1.677477e+02
4.987469e+00 1.679580e+02
5.012531e+00 1.681682e+02
5.012531e+00 1.683784e+02
5.012531e+00 1.685886e+02
5.037594e+00 1.687988e+02
5.037594e+00 1.690090e+02
5.037594e+00 1.692192e+02
5.062657e+00 1.694294e+02
5.062657e+00 1.696396e+02
5.062657e+00 1.698498e+02
5.087719e+00 1.700601e+02
5.087719e+00 1.702703e+02
5.087719e+00 1.704805e+02
5.112782e+00 1.706907e+02
5.112782e+00 1.709009e+02
5.137845e+00 1.711111e+02
5.137845e+00 1.713213e+02
5.137845e+00 1.715315e+02
5.162907e+00 1.717417e+02
5.162907e+00 1.719520e+02
5.162907e+00 1.721622e+02
5.187970e+00 1.723724e+02
5.187970e+00 1.725826e+02
5.187970e+00 1.727928e+02
5.213033e+00 1.730030e+02
